"ENSG00000000003","TSPAN6"
"ENSG00000223553","SMPD4P1"
"ENSG00000223554","AC078851.1"
"ENSG00000223555","USP9YP23"
"ENSG00000223558","TRIM60P17"
"ENSG00000223559","AC073136.1"
"ENSG00000223561","AC005165.1"
"ENSG00000223563","AP001599.1"
"ENSG00000223564","CYP4F32P"
"ENSG00000223565","AC069540.1"
"ENSG00000223566","TNRC18P2"
"ENSG00000223568","RPL3P11"
"ENSG00000223569","USP17L15"
"ENSG00000223570","AL592045.1"
"ENSG00000223571","DHRSX-IT1"
"ENSG00000223572","CKMT1A"
"ENSG00000223573","TINCR"
"ENSG00000223574","TPMTP4"
"ENSG00000223575","RBMX2P3"
"ENSG00000223576","AL355001.1"
"ENSG00000223581","AL590095.1"
"ENSG00000223583","AL513365.1"
"ENSG00000223584","TVP23CP1"
"ENSG00000223586","LINC01312"
"ENSG00000223587","LINC01986"
"ENSG00000223589","AL139158.1"
"ENSG00000223591","CENPVL1"
"ENSG00000223592","FNDC3CP"
"ENSG00000223593","AL356806.1"
"ENSG00000223595","LYPLA1P1"
"ENSG00000223597","LINC02142"
"ENSG00000223598","AL138733.1"
"ENSG00000223599","AL513523.1"
"ENSG00000223600","EEF1A1P41"
"ENSG00000223601","EBLN1"
"ENSG00000223602","AC125634.1"
"ENSG00000223603","CRPP1"
"ENSG00000223604","AC007394.1"
"ENSG00000223605","AC107399.1"
"ENSG00000223608","DSCR4-IT1"
"ENSG00000223609","HBD"
"ENSG00000223611","SUPT20HL2"
"ENSG00000223612","AC241585.1"
"ENSG00000223614","ZNF735"
"ENSG00000223615","AL807761.1"
"ENSG00000223617","LINC00370"
"ENSG00000223619","MTCO1P17"
"ENSG00000223620","RBM48P1"
"ENSG00000223621","AK4P4"
"ENSG00000223622","GSTA6P"
"ENSG00000223623","AL133268.2"
"ENSG00000223624","AL033528.1"
"ENSG00000223625","CYCSP32"
"ENSG00000223626","LINC01044"
"ENSG00000223628","AC023449.1"
"ENSG00000223629","DEFA8P"
"ENSG00000223631","LINC01120"
"ENSG00000223634","AC012506.2"
"ENSG00000223635","AL121990.1"
"ENSG00000223636","UBE2Q2P5Y"
"ENSG00000223637","RBMY2EP"
"ENSG00000223638","RFPL4A"
"ENSG00000223640","RPL30P3"
"ENSG00000223641","TTTY17C"
"ENSG00000223642","AC008277.1"
"ENSG00000223643","BX284668.1"
"ENSG00000223646","AC002463.1"
"ENSG00000223647","LINC01946"
"ENSG00000223648","IGHV3-64"
"ENSG00000223649","AC105275.1"
"ENSG00000223650","UHRF2P1"
"ENSG00000223651","AL049812.1"
"ENSG00000223652","AC106786.1"
"ENSG00000223653","AL078459.1"
"ENSG00000223655","RAB9AP3"
"ENSG00000223656","HMGB3P10"
"ENSG00000223657","KRT8P51"
"ENSG00000223658","C1GALT1C1L"
"ENSG00000223660","AC245052.1"
"ENSG00000223662","SAMSN1-AS1"
"ENSG00000223663","NDUFB4P8"
"ENSG00000223665","AC000058.1"
"ENSG00000223668","EEF1A1P24"
"ENSG00000223669","AL357033.2"
"ENSG00000223671","RPL34P3"
"ENSG00000223672","AL162386.1"
"ENSG00000223675","AC093117.1"
"ENSG00000223676","RPL34P26"
"ENSG00000223677","AL662791.1"
"ENSG00000223678","AL356218.1"
"ENSG00000223679","AC245054.1"
"ENSG00000223683","RPSAP65"
"ENSG00000223684","IFNWP18"
"ENSG00000223685","LINC00571"
"ENSG00000223688","AC127526.1"
"ENSG00000223691","AC068044.1"
"ENSG00000223692","DIP2A-IT1"
"ENSG00000223694","ADH5P3"
"ENSG00000223695","FO393418.1"
"ENSG00000223697","AF230666.1"
"ENSG00000223698","GOLGA6L11P"
"ENSG00000223701","RAET1E-AS1"
"ENSG00000223702","ZDHHC20P2"
"ENSG00000223703","AC027612.1"
"ENSG00000223704","LINC01422"
"ENSG00000223705","NSUN5P1"
"ENSG00000223707","SFR1P2"
"ENSG00000223709","TRIM64EP"
"ENSG00000223710","CRYGGP"
"ENSG00000223711","AC069213.1"
"ENSG00000223714","AL109797.1"
"ENSG00000223715","LINC01208"
"ENSG00000223716","AL135785.1"
"ENSG00000223717","DNAJA1P1"
"ENSG00000223718","AC093107.1"
"ENSG00000223719","AC069277.2"
"ENSG00000223720","AL109659.1"
"ENSG00000223721","UQCRFS1P2"
"ENSG00000223722","AC023157.1"
"ENSG00000223723","BX842568.2"
"ENSG00000223724","RAD17P2"
"ENSG00000223725","AC009226.1"
"ENSG00000223726","AL020994.1"
"ENSG00000223727","AC034195.1"
"ENSG00000223728","AC239801.1"
"ENSG00000223729","LINC02247"
"ENSG00000223730","Z83838.1"
"ENSG00000223731","SUPT20HL1"
"ENSG00000223732","AL359706.1"
"ENSG00000223733","RPL18AP14"
"ENSG00000223734","AC098828.2"
"ENSG00000223735","OR51B3P"
"ENSG00000223738","AC016930.1"
"ENSG00000223739","AC007389.2"
"ENSG00000223740","AC092447.3"
"ENSG00000223741","PSMD4P1"
"ENSG00000223742","AC112495.1"
"ENSG00000223744","RBMY2GP"
"ENSG00000223745","CCDC18-AS1"
"ENSG00000223746","ELOCP30"
"ENSG00000223749","MIR503HG"
"ENSG00000223750","SIRPB3P"
"ENSG00000223751","AC116609.1"
"ENSG00000223753","AC234775.1"
"ENSG00000223754","AC008073.1"
"ENSG00000223756","TSSC2"
"ENSG00000223760","MED15P9"
"ENSG00000223761","AL138767.2"
"ENSG00000223764","AL645608.1"
"ENSG00000223765","LINC01626"
"ENSG00000223768","LINC00205"
"ENSG00000223770","AC006145.1"
"ENSG00000223772","GEMIN8P3"
"ENSG00000223773","CD99P1"
"ENSG00000223774","AL513217.1"
"ENSG00000223776","LGALS8-AS1"
"ENSG00000223777","AC092162.1"
"ENSG00000223779","AC239800.1"
"ENSG00000223782","RPS21P8"
"ENSG00000223783","LINC01983"
"ENSG00000223784","LINP1"
"ENSG00000223786","AL357507.1"
"ENSG00000223787","AL354890.1"
"ENSG00000223788","DIS3L2P1"
"ENSG00000223791","UBE2E1-AS1"
"ENSG00000223794","COX5BP8"
"ENSG00000223795","AL669970.1"
"ENSG00000223797","ENTPD3-AS1"
"ENSG00000223799","IL10RB-AS1"
"ENSG00000223800","AL355314.1"
"ENSG00000223802","CERS1"
"ENSG00000223803","RPS20P14"
"ENSG00000223804","AC244669.1"
"ENSG00000223806","LINC00114"
"ENSG00000223807","BOLA3P4"
"ENSG00000223808","AC044784.1"
"ENSG00000223809","AC234771.1"
"ENSG00000223810","KRT8P28"
"ENSG00000223811","AL589684.1"
"ENSG00000223812","AC073365.1"
"ENSG00000223813","AC007255.1"
"ENSG00000223814","AL691459.1"
"ENSG00000223815","DIAPH3-AS2"
"ENSG00000223816","IGKV1OR2-2"
"ENSG00000223817","CDH23-AS1"
"ENSG00000223819","Z95327.1"
"ENSG00000223820","CFL1P1"
"ENSG00000223821","AL603910.1"
"ENSG00000223822","EEF1A1P1"
"ENSG00000223823","LINC01342"
"ENSG00000223824","AC019178.2"
"ENSG00000223825","DAZAP2P1"
"ENSG00000223826","LINC01870"
"ENSG00000223828","BANF1P4"
"ENSG00000223829","AC004870.2"
"ENSG00000223831","AC005006.1"
"ENSG00000223834","AL161935.1"
"ENSG00000223836","AC023141.1"
"ENSG00000223837","AL645941.1"
"ENSG00000223838","AC007091.1"
"ENSG00000223839","FAM95B1"
"ENSG00000223841","AC006484.1"
"ENSG00000223842","AL360093.1"
"ENSG00000223843","EFCAB6-AS1"
"ENSG00000223845","VN1R40P"
"ENSG00000223847","AL645474.1"
"ENSG00000223849","AL354893.1"
"ENSG00000223850","MYCNUT"
"ENSG00000223855","HRAT92"
"ENSG00000223856","RAB9AP2"
"ENSG00000223859","AC007403.1"
"ENSG00000223861","AL365436.1"
"ENSG00000223863","LINC01805"
"ENSG00000223864","NPM1P19"
"ENSG00000223865","HLA-DPB1"
"ENSG00000223866","AC002486.1"
"ENSG00000223867","AC098592.1"
"ENSG00000223869","AC099563.1"
"ENSG00000223870","AP000233.1"
"ENSG00000223872","AC006372.1"
"ENSG00000223873","SAP18P2"
"ENSG00000223874","LINC01921"
"ENSG00000223875","NBEAP3"
"ENSG00000223876","RPS27P1"
"ENSG00000223877","RPS8P10"
"ENSG00000223878","AC005517.1"
"ENSG00000223880","LINC01078"
"ENSG00000223881","AL157402.1"
"ENSG00000223882","ABCC5-AS1"
"ENSG00000223883","LINC01707"
"ENSG00000223884","AC068481.1"
"ENSG00000223885","FAM90A13P"
"ENSG00000223886","AC073073.1"
"ENSG00000223889","AC073188.1"
"ENSG00000223890","AC008171.1"
"ENSG00000223891","OSER1-AS1"
"ENSG00000223893","GNL2P1"
"ENSG00000223896","CCNJP2"
"ENSG00000223897","AC069157.1"
"ENSG00000223899","SEC13P1"
"ENSG00000223901","AP001469.1"
"ENSG00000223903","RPL23P4"
"ENSG00000223904","HMGB1P12"
"ENSG00000223905","AC103592.1"
"ENSG00000223906","AC104457.2"
"ENSG00000223908","AC068657.1"
"ENSG00000223910","ZNF32-AS3"
"ENSG00000223911","AC009480.1"
"ENSG00000223912","EEF1A1P36"
"ENSG00000223914","LINC02471"
"ENSG00000223915","DPPA2P1"
"ENSG00000223916","AC097638.1"
"ENSG00000223917","AC009237.1"
"ENSG00000223918","AL513328.1"
"ENSG00000223920","AC099791.1"
"ENSG00000223921","MTND1P27"
"ENSG00000223922","ASS1P2"
"ENSG00000223923","AC010136.1"
"ENSG00000223928","NUP35P1"
"ENSG00000223929","MIR4432HG"
"ENSG00000223930","AC109779.1"
"ENSG00000223931","AC142381.1"
"ENSG00000223935","AC008074.1"
"ENSG00000223940","KRT8P8"
"ENSG00000223941","LINC01014"
"ENSG00000223942","AL590302.1"
"ENSG00000223944","AL353604.1"
"ENSG00000223945","AC244033.1"
"ENSG00000223946","AL513008.1"
"ENSG00000223947","AC016738.1"
"ENSG00000223948","AC092648.1"
"ENSG00000223949","ROR1-AS1"
"ENSG00000223951","AL133244.1"
"ENSG00000223953","C1QTNF5"
"ENSG00000223955","MTND6P1"
"ENSG00000223956","LINC01767"
"ENSG00000223958","AC244505.2"
"ENSG00000223959","AFG3L1P"
"ENSG00000223960","AC009948.1"
"ENSG00000223962","UBBP3"
"ENSG00000223963","THAP12P8"
"ENSG00000223965","ZNF587P1"
"ENSG00000223966","AL159990.1"
"ENSG00000223967","AL603910.2"
"ENSG00000223968","AC098614.2"
"ENSG00000223969","AC002456.1"
"ENSG00000223970","AC074397.1"
"ENSG00000223972","DDX11L1"
"ENSG00000223973","AC068491.1"
"ENSG00000223974","BNIP3P42"
"ENSG00000223975","AP001048.1"
"ENSG00000223976","EXTL2P1"
"ENSG00000223977","AC138623.1"
"ENSG00000223978","ZNF736P1Y"
"ENSG00000223979","SMCR2"
"ENSG00000223982","SNRPD2P2"
"ENSG00000223984","HNRNPRP1"
"ENSG00000223985","LINC01874"
"ENSG00000223986","AC069421.1"
"ENSG00000223987","RPL26P28"
"ENSG00000223989","AL357140.1"
"ENSG00000223991","AC104809.1"
"ENSG00000223993","AC025428.1"
"ENSG00000223995","RPL32P35"
"ENSG00000223997","TRDD1"
"ENSG00000223999","AC244250.1"
"ENSG00000224000","Z97198.1"
"ENSG00000224001","AL360081.1"
"ENSG00000224003","YES1P1"
"ENSG00000224004","ATP5C1P1"
"ENSG00000224007","AC019070.1"
"ENSG00000224008","LINC01441"
"ENSG00000224011","AC110602.1"
"ENSG00000224012","AC116917.1"
"ENSG00000224014","AL390728.3"
"ENSG00000224015","AC063976.1"
"ENSG00000224016","AC092681.1"
"ENSG00000224017","LINC01449"
"ENSG00000224018","AP000470.1"
"ENSG00000224019","RPL21P32"
"ENSG00000224020","MIR181A2HG"
"ENSG00000224023","FLJ37035"
"ENSG00000224025","AL353616.1"
"ENSG00000224027","AL133456.1"
"ENSG00000224028","LINC01853"
"ENSG00000224029","AL450344.1"
"ENSG00000224031","TCEAL3-AS1"
"ENSG00000224032","EPB41L4A-AS1"
"ENSG00000224033","CDY8P"
"ENSG00000224034","LINC02561"
"ENSG00000224035","SFPQP1"
"ENSG00000224038","BX005214.1"
"ENSG00000224039","CDYLP1"
"ENSG00000224040","HMGN1P4"
"ENSG00000224041","IGKV3D-15"
"ENSG00000224042","MTND4P6"
"ENSG00000224043","CCNT2-AS1"
"ENSG00000224045","AL354761.1"
"ENSG00000224046","AC005076.1"
"ENSG00000224048","AC104777.1"
"ENSG00000224049","AC108681.1"
"ENSG00000224050","AL008723.1"
"ENSG00000224051","CPTP"
"ENSG00000224054","AL022163.1"
"ENSG00000224055","GAPDHP55"
"ENSG00000224057","EGFR-AS1"
"ENSG00000224058","AC006509.1"
"ENSG00000224059","HSPA8P16"
"ENSG00000224060","ARSEP1"
"ENSG00000224061","AC092106.2"
"ENSG00000224062","TUBB4BP5"
"ENSG00000224063","AC007319.1"
"ENSG00000224064","AL356390.1"
"ENSG00000224065","SRIP2"
"ENSG00000224066","AL049795.1"
"ENSG00000224067","AL354877.1"
"ENSG00000224069","BX842559.1"
"ENSG00000224070","HMGN1P6"
"ENSG00000224071","AC009474.1"
"ENSG00000224072","AL139811.1"
"ENSG00000224074","LINC00691"
"ENSG00000224075","TTTY22"
"ENSG00000224076","AC009487.1"
"ENSG00000224077","AP000936.1"
"ENSG00000224078","SNHG14"
"ENSG00000224079","AC091729.1"
"ENSG00000224080","UBE2FP1"
"ENSG00000224081","SLC44A3-AS1"
"ENSG00000224082","UBTFL8"
"ENSG00000224083","MTCO1P11"
"ENSG00000224085","RPL23AP41"
"ENSG00000224086","AC245452.1"
"ENSG00000224087","AC018865.1"
"ENSG00000224089","CT47A10"
"ENSG00000224090","AC097468.1"
"ENSG00000224091","AC104389.1"
"ENSG00000224092","AL591644.1"
"ENSG00000224093","AL109613.1"
"ENSG00000224094","RPS24P8"
"ENSG00000224095","LINC01935"
"ENSG00000224097","AC021148.1"
"ENSG00000224099","AC104823.1"
"ENSG00000224100","AP001630.1"
"ENSG00000224101","ELMO1-AS1"
"ENSG00000224104","AC079809.1"
"ENSG00000224106","CYP4F25P"
"ENSG00000224107","ETDB"
"ENSG00000224109","CENPVL3"
"ENSG00000224110","MTRF1LP2"
"ENSG00000224114","AL591846.1"
"ENSG00000224116","INHBA-AS1"
"ENSG00000224117","PTPN2P2"
"ENSG00000224121","ATG12P2"
"ENSG00000224122","POU6F2-AS1"
"ENSG00000224124","POM121L10P"
"ENSG00000224126","AC026271.2"
"ENSG00000224127","AC099786.1"
"ENSG00000224128","LINC01248"
"ENSG00000224129","DPPA2P2"
"ENSG00000224132","AC112715.1"
"ENSG00000224134","AC004866.2"
"ENSG00000224136","AC007568.1"
"ENSG00000224137","LINC01857"
"ENSG00000224138","AC000123.1"
"ENSG00000224141","MIR548XHG"
"ENSG00000224142","AMMECR1-IT1"
"ENSG00000224144","ASH2LP1"
"ENSG00000224149","AC099786.2"
"ENSG00000224151","USP9YP28"
"ENSG00000224152","AC009506.1"
"ENSG00000224153","LINC02054"
"ENSG00000224155","AC073136.2"
"ENSG00000224157","HCG14"
"ENSG00000224159","HMGB1P9"
"ENSG00000224160","CICP10"
"ENSG00000224161","AC098847.1"
"ENSG00000224162","UQCRHP3"
"ENSG00000224163","AC025594.1"
"ENSG00000224164","AL133264.2"
"ENSG00000224165","DNAJC27-AS1"
"ENSG00000224166","PRYP1"
"ENSG00000224167","AL390729.1"
"ENSG00000224169","HSFY6P"
"ENSG00000224172","AC091799.1"
"ENSG00000224173","AC007422.1"
"ENSG00000224174","AL137802.1"
"ENSG00000224177","LINC00570"
"ENSG00000224183","SDHDP6"
"ENSG00000224184","MIR3681HG"
"ENSG00000224185","SNX18P9"
"ENSG00000224186","C5orf66"
"ENSG00000224187","LINC01991"
"ENSG00000224188","UBE2D3P4"
"ENSG00000224189","HAGLR"
"ENSG00000224190","AL355537.1"
"ENSG00000224192","AL080273.1"
"ENSG00000224194","AC008278.1"
"ENSG00000224195","AC022400.1"
"ENSG00000224203","RPS23P10"
"ENSG00000224204","PHEX-AS1"
"ENSG00000224205","AC253536.1"
"ENSG00000224207","AC018797.1"
"ENSG00000224208","AL590762.3"
"ENSG00000224209","LINC00466"
"ENSG00000224210","TRIM60P5Y"
"ENSG00000224215","AL606469.1"
"ENSG00000224216","AC234781.1"
"ENSG00000224217","BX119904.1"
"ENSG00000224218","AC107072.1"
"ENSG00000224219","AC074290.1"
"ENSG00000224220","AC104699.1"
"ENSG00000224221","AC019205.1"
"ENSG00000224222","AC024601.1"
"ENSG00000224223","VSTM2A-OT1"
"ENSG00000224224","HAUS1P2"
"ENSG00000224227","OR2L1P"
"ENSG00000224228","AL031599.1"
"ENSG00000224231","LINC01832"
"ENSG00000224232","AC005104.2"
"ENSG00000224233","AL645937.3"
"ENSG00000224235","LINC01773"
"ENSG00000224236","MRRFP1"
"ENSG00000224237","MINOS1P3"
"ENSG00000224238","WARS2-IT1"
"ENSG00000224239","AC090044.1"
"ENSG00000224240","CYCSP49"
"ENSG00000224243","LINC00403"
"ENSG00000224244","AC073508.1"
"ENSG00000224245","AL358232.1"
"ENSG00000224247","AJ009632.1"
"ENSG00000224250","AC025947.1"
"ENSG00000224251","AL391427.1"
"ENSG00000224252","AC113618.1"
"ENSG00000224254","MTCO1P39"
"ENSG00000224255","PDCL3P6"
"ENSG00000224256","Z93930.1"
"ENSG00000224257","VWC2L-IT1"
"ENSG00000224259","LINC01133"
"ENSG00000224260","AL023754.1"
"ENSG00000224261","RPSAP18"
"ENSG00000224263","CYCSP12"
"ENSG00000224265","AC068707.1"
"ENSG00000224267","AL772155.1"
"ENSG00000224269","AP000697.1"
"ENSG00000224271","AL117329.1"
"ENSG00000224272","AC131097.3"
"ENSG00000224273","AC005077.2"
"ENSG00000224274","ENSAP1"
"ENSG00000224276","AL355388.1"
"ENSG00000224277","AP000345.1"
"ENSG00000224278","AL592447.1"
"ENSG00000224279","RPS29P31"
"ENSG00000224280","AC005014.1"
"ENSG00000224281","SLC25A5-AS1"
"ENSG00000224282","AC010469.1"
"ENSG00000224286","LINC01142"
"ENSG00000224287","MSL3P1"
"ENSG00000224288","MTCYBP11"
"ENSG00000224289","IFIT6P"
"ENSG00000224291","AC012671.1"
"ENSG00000224292","AF196972.1"
"ENSG00000224294","PINCR"
"ENSG00000224295","OLFM5P"
"ENSG00000224296","MRPL49P1"
"ENSG00000224297","AL158825.1"
"ENSG00000224299","MTATP6P16"
"ENSG00000224300","OR51P1P"
"ENSG00000224301","AL590502.1"
"ENSG00000224302","AL500527.1"
"ENSG00000224307","AL161785.1"
"ENSG00000224308","LINC01527"
"ENSG00000224309","ANKRD30BP2"
"ENSG00000224310","LINC01567"
"ENSG00000224311","AL590640.1"
"ENSG00000224312","MCCD1P2"
"ENSG00000224314","AC005002.1"
"ENSG00000224315","RPL7P7"
"ENSG00000224316","GTF2IP5"
"ENSG00000224318","CHL1-AS2"
"ENSG00000224321","RPL12P14"
"ENSG00000224322","AC004009.1"
"ENSG00000224323","DPRXP1"
"ENSG00000224324","THAP5P1"
"ENSG00000224326","AL136234.1"
"ENSG00000224328","MDC1-AS1"
"ENSG00000224329","LINC00297"
"ENSG00000224330","AC005019.2"
"ENSG00000224331","AC019181.1"
"ENSG00000224333","GAPDHP20"
"ENSG00000224334","AP000357.1"
"ENSG00000224335","AC239809.1"
"ENSG00000224336","FAM197Y1"
"ENSG00000224337","FAM8A3P"
"ENSG00000224338","MTCYBP45"
"ENSG00000224339","AL121578.1"
"ENSG00000224340","AL590639.1"
"ENSG00000224341","AC006965.1"
"ENSG00000224342","AC007879.1"
"ENSG00000224344","KNOP1P3"
"ENSG00000224346","BICD1P1"
"ENSG00000224347","SCEL-AS1"
"ENSG00000224348","AL592076.1"
"ENSG00000224349","AL365226.1"
"ENSG00000224351","CDKN2AIPNLP3"
"ENSG00000224352","AC132479.1"
"ENSG00000224353","ACE3P"
"ENSG00000224354","MTND2P5"
"ENSG00000224356","AL356966.1"
"ENSG00000224357","ATG3P1"
"ENSG00000224358","AL451074.2"
"ENSG00000224359","AL358176.1"
"ENSG00000224361","AC011239.1"
"ENSG00000224363","FP700111.1"
"ENSG00000224365","AC073261.1"
"ENSG00000224366","AC243964.1"
"ENSG00000224367","OACYLP"
"ENSG00000224368","ARAFP2"
"ENSG00000224370","AC093392.2"
"ENSG00000224371","AL391361.2"
"ENSG00000224372","HLA-N"
"ENSG00000224373","IGHV4-59"
"ENSG00000224374","AL023693.1"
"ENSG00000224375","AC009276.1"
"ENSG00000224376","AC017104.1"
"ENSG00000224382","LINC00703"
"ENSG00000224383","PRR29"
"ENSG00000224384","AL033379.1"
"ENSG00000224387","AL139246.1"
"ENSG00000224388","BACE2-IT1"
"ENSG00000224389","C4B"
"ENSG00000224391","LINC01280"
"ENSG00000224394","GPC6-AS2"
"ENSG00000224396","METTL15P3"
"ENSG00000224397","SMIM25"
"ENSG00000224400","AC010880.1"
"ENSG00000224401","RPL7P57"
"ENSG00000224402","OR6D1P"
"ENSG00000224403","DPPA2P3"
"ENSG00000224404","Z68323.1"
"ENSG00000224405","LINC00572"
"ENSG00000224406","LINC02052"
"ENSG00000224407","AL136988.1"
"ENSG00000224408","USP9YP22"
"ENSG00000224409","AC114489.1"
"ENSG00000224410","AC097499.1"
"ENSG00000224411","HSP90AA2P"
"ENSG00000224412","AC022022.1"
"ENSG00000224413","AP001476.1"
"ENSG00000224414","AC010886.1"
"ENSG00000224415","AC007683.1"
"ENSG00000224416","IFNA22P"
"ENSG00000224417","AL606970.1"
"ENSG00000224418","STK24-AS1"
"ENSG00000224419","KRT18P27"
"ENSG00000224420","ADM5"
"ENSG00000224421","ATP5J2LP"
"ENSG00000224424","PRKAR2A-AS1"
"ENSG00000224425","AC073869.2"
"ENSG00000224426","SLC31A1P1"
"ENSG00000224427","AP000281.1"
"ENSG00000224429","LINC00539"
"ENSG00000224430","MKRN5P"
"ENSG00000224431","AC063976.2"
"ENSG00000224435","NF1P6"
"ENSG00000224436","BX323014.1"
"ENSG00000224437","PIGUP1"
"ENSG00000224438","RPL23AP14"
"ENSG00000224439","RPSAP10"
"ENSG00000224440","CXorf51A"
"ENSG00000224441","AC068831.2"
"ENSG00000224442","AC017035.1"
"ENSG00000224443","AC006509.2"
"ENSG00000224445","LINC01708"
"ENSG00000224447","U91328.1"
"ENSG00000224448","AC005020.1"
"ENSG00000224451","ATP5F1P1"
"ENSG00000224452","RSL24D1P6"
"ENSG00000224458","GUSBP6"
"ENSG00000224459","AL450998.2"
"ENSG00000224462","C4BPAP1"
"ENSG00000224463","AC079354.2"
"ENSG00000224464","PGAM1P6"
"ENSG00000224465","SOCS2P2"
"ENSG00000224466","CDCA4P2"
"ENSG00000224467","AC009313.1"
"ENSG00000224468","AL354953.1"
"ENSG00000224469","AC009517.1"
"ENSG00000224470","ATXN1L"
"ENSG00000224471","MTCO3P19"
"ENSG00000224473","CCND3P1"
"ENSG00000224475","AC073900.1"
"ENSG00000224476","RPL36P16"
"ENSG00000224477","AL109933.1"
"ENSG00000224478","AL356417.1"
"ENSG00000224479","AC104162.1"
"ENSG00000224481","AC245100.1"
"ENSG00000224482","HSFY4P"
"ENSG00000224484","AC023141.2"
"ENSG00000224485","USP9YP7"
"ENSG00000224486","AL662795.1"
"ENSG00000224488","SAMM50P1"
"ENSG00000224490","TTC21B-AS1"
"ENSG00000224493","AC093156.1"
"ENSG00000224494","HNRNPA3P14"
"ENSG00000224497","RPL36P4"
"ENSG00000224498","MAPKAPK5P1"
"ENSG00000224500","AL731575.1"
"ENSG00000224504","AC025428.2"
"ENSG00000224505","AC138150.1"
"ENSG00000224506","LINC02523"
"ENSG00000224509","AC010884.1"
"ENSG00000224510","POLR2KP2"
"ENSG00000224511","LINC00365"
"ENSG00000224513","AC109309.1"
"ENSG00000224514","LINC00620"
"ENSG00000224515","AL590385.1"
"ENSG00000224516","AC068134.1"
"ENSG00000224517","HTR2A-AS1"
"ENSG00000224518","AC006989.1"
"ENSG00000224519","HMGN1P19"
"ENSG00000224520","KRT8P45"
"ENSG00000224521","AC098483.1"
"ENSG00000224523","AL445213.1"
"ENSG00000224524","CYCSP42"
"ENSG00000224525","AL591686.1"
"ENSG00000224529","AC093698.2"
"ENSG00000224530","PPIAP10"
"ENSG00000224531","SMIM13"
"ENSG00000224532","AL136361.1"
"ENSG00000224533","TMLHE-AS1"
"ENSG00000224535","AC092803.1"
"ENSG00000224536","AC096677.1"
"ENSG00000224537","MEP1AP4"
"ENSG00000224539","SAGE4P"
"ENSG00000224540","AC092810.1"
"ENSG00000224541","AP001439.1"
"ENSG00000224543","SNRPGP15"
"ENSG00000224545","AC008264.1"
"ENSG00000224546","EIF4BP3"
"ENSG00000224547","ZNF619P1"
"ENSG00000224548","Z75741.1"
"ENSG00000224549","AC017067.1"
"ENSG00000224550","AC114491.1"
"ENSG00000224551","HMGB3P21"
"ENSG00000224553","AC008065.1"
"ENSG00000224555","AC087441.1"
"ENSG00000224556","BX510359.1"
"ENSG00000224557","HLA-DPB2"
"ENSG00000224559","LINC01087"
"ENSG00000224560","AC108043.1"
"ENSG00000224563","LPP-AS1"
"ENSG00000224565","LINC01754"
"ENSG00000224566","FAM96AP2"
"ENSG00000224567","AC134879.1"
"ENSG00000224568","LINC01886"
"ENSG00000224569","AC095052.1"
"ENSG00000224570","AC097063.1"
"ENSG00000224571","USP9YP13"
"ENSG00000224573","AC083863.1"
"ENSG00000224574","COL18A1-AS2"
"ENSG00000224577","LINC01117"
"ENSG00000224578","HNRNPA1P48"
"ENSG00000224579","AC245052.2"
"ENSG00000224582","LINC01015"
"ENSG00000224583","AL356277.2"
"ENSG00000224584","UBE2V1P13"
"ENSG00000224585","AC103563.1"
"ENSG00000224586","GPX5"
"ENSG00000224589","AC112492.1"
"ENSG00000224590","MTND3P16"
"ENSG00000224592","AL139158.2"
"ENSG00000224593","AC092427.1"
"ENSG00000224594","AC041040.1"
"ENSG00000224595","AC073626.1"
"ENSG00000224596","ZMIZ1-AS1"
"ENSG00000224597","SVIL-AS1"
"ENSG00000224598","RPS5P2"
"ENSG00000224599","BMS1P12"
"ENSG00000224600","AL031864.2"
"ENSG00000224602","RPS26P5"
"ENSG00000224603","BX664725.1"
"ENSG00000224604","AC008069.1"
"ENSG00000224605","AL080284.1"
"ENSG00000224606","TGFA-IT1"
"ENSG00000224607","IGKV1D-27"
"ENSG00000224609","HSD52"
"ENSG00000224610","AC108879.1"
"ENSG00000224611","AC007919.1"
"ENSG00000224612","AC079150.1"
"ENSG00000224613","AC095032.1"
"ENSG00000224614","TNK2-AS1"
"ENSG00000224616","RTCA-AS1"
"ENSG00000224617","BX276092.1"
"ENSG00000224618","AC096921.1"
"ENSG00000224620","MEF2AP1"
"ENSG00000224621","AL451042.1"
"ENSG00000224622","OR9R1P"
"ENSG00000224625","TUBB8P6"
"ENSG00000224626","AC106053.1"
"ENSG00000224627","RPL37P10"
"ENSG00000224628","AL121723.1"
"ENSG00000224629","AC004975.1"
"ENSG00000224630","AC234064.1"
"ENSG00000224631","RPS27AP16"
"ENSG00000224632","Z73361.1"
"ENSG00000224634","ZNF736P6Y"
"ENSG00000224635","AL391095.1"
"ENSG00000224637","PDSS1P2"
"ENSG00000224638","AC106900.1"
"ENSG00000224640","SRSF1P1"
"ENSG00000224643","AC064871.1"
"ENSG00000224644","AL135787.1"
"ENSG00000224645","AL391069.1"
"ENSG00000224646","AC007387.1"
"ENSG00000224647","AC026954.1"
"ENSG00000224648","LINC01627"
"ENSG00000224649","AF124730.1"
"ENSG00000224650","IGHV3-74"
"ENSG00000224652","LINC00885"
"ENSG00000224653","AC023141.3"
"ENSG00000224655","LINC01823"
"ENSG00000224656","AL009172.1"
"ENSG00000224657","RBMY2BP"
"ENSG00000224658","AL513164.1"
"ENSG00000224659","GAGE12J"
